,subject,session,sent_complexities,avg_sent_complex,sd_sent_complex
246,50,10,"[8, 5, 8, 7, 6, 5, 5, 6, 8, 12, 5, 11, 6, 6, 8, 5, 5, 6, 8, 11, 7, 5, 5, 11, 8, 12, 9, 6, 6, 5, 5, 9, 6, 5, 6, 10, 10, 7, 11, 9, 5, 11, 5, 5, 7, 8, 12, 12, 5, 5, 5, 9, 5, 5, 5, 5, 6, 11, 6, 21, 10, 5, 5, 11, 14, 7, 5, 8, 7, 11, 6, 6, 7, 7, 5, 5, 8, 6, 6, 7, 8, 8, 6, 5, 5, 5, 12, 18, 11, 7]",7.522222222222222,2.9748119558788093
247,50,11,"[5, 10, 6, 12, 6, 5, 6, 8, 5, 6, 4, 8, 5, 4, 11, 7, 13, 7, 9, 6, 8, 6, 7, 5, 9, 7, 6, 6, 6, 6, 5, 6, 4, 6, 6, 9, 6, 5, 9, 10, 11, 5, 5, 7, 6, 6, 5, 5, 6, 9, 10, 8, 8, 6, 12, 7, 10, 6, 6, 9, 12, 11, 9, 7, 9, 7, 6, 6, 6, 17, 6, 8, 5, 13, 10, 8, 7, 7, 7, 12, 7, 5, 5, 5, 6, 5, 6, 7, 11, 11]",7.366666666666666,2.4515301344262523
248,50,12,"[8, 6, 7, 15, 7, 8, 5, 7, 9, 6, 9, 4, 7, 6, 6, 4, 4, 6, 9, 7, 8, 4, 10, 6, 5, 6, 6, 5, 4, 4, 11, 7, 4, 6, 6, 12, 5, 10, 4, 8, 7, 6, 8, 8, 6, 7, 6, 8, 5, 5, 5, 7, 5, 5, 11, 6, 4, 6, 13, 8, 10, 7, 6, 6, 5, 7, 8, 5, 5, 7, 4, 6, 13, 6, 6, 4, 7, 9, 5, 5, 5, 5, 8, 7, 7, 5, 5, 5, 5, 6]",6.622222222222222,2.1938184761216775
249,51,1,"[8, 11, 5, 7, 10, 6, 5, 6, 5, 6, 6, 5, 6, 7, 5, 5, 10, 5, 10, 7, 6, 6, 4, 5, 9, 5, 5, 6, 5, 5, 5, 6, 6, 6, 6, 5, 7, 6, 5, 5, 8, 7, 6, 5, 5, 5, 5, 6, 5, 8, 6, 5, 9, 6, 5, 9, 10, 6, 7, 9, 7, 6, 4, 6, 6, 6, 6, 6, 6, 5, 4, 4, 6, 6, 11, 11, 11, 11, 11, 5, 8, 5, 6, 8, 5, 5, 6, 6, 8, 7]",6.466666666666667,1.8451136670797395
250,51,2,"[5, 6, 6, 6, 6, 5, 10, 8, 6, 13, 5, 7, 5, 5, 5, 7, 5, 6, 6, 5, 5, 4, 5, 4, 8, 8, 5, 6, 7, 5, 8, 10, 4, 9, 4, 6, 5, 4, 10, 6, 5, 5, 7, 6, 5, 6, 6, 6, 7, 4, 6, 6, 5, 5, 6, 5, 6, 5, 6, 5, 6, 7, 6, 5, 6, 5, 10, 6, 6, 4, 5, 5, 9, 7, 6, 6, 4, 7, 6, 4, 8, 5, 6, 6, 6, 6, 6, 6, 8, 5]",6.044444444444444,1.5840251899730433
251,51,3,"[6, 7, 7, 7, 7, 7, 6, 5, 9, 8, 8, 9, 4, 4, 4, 8, 5, 6, 12, 5, 5, 5, 4, 7, 6, 7, 4, 6, 12, 6, 7, 4, 5, 6, 9, 5, 9, 12, 6, 9, 4, 9, 6, 9, 7, 6, 9, 6, 8, 6, 9, 7, 4, 7, 4, 7, 5, 6, 4, 5, 6, 5, 6, 5, 8, 6, 5, 7, 13, 6, 7, 8, 5, 6, 7, 6, 6, 4, 5, 6, 8, 6, 6, 6, 6, 6, 8, 8, 5, 5]",6.522222222222222,1.8987000101108815
252,51,4,"[7, 9, 5, 6, 10, 5, 5, 4, 6, 6, 5, 5, 10, 5, 12, 6, 8, 4, 5, 5, 5, 5, 8, 5, 5, 8, 5, 11, 7, 9, 6, 6, 4, 5, 6, 5, 7, 6, 6, 6, 6, 4, 7, 7, 11, 9, 5, 5, 5, 5, 5, 6, 7, 7, 9, 8, 9, 6, 4, 5, 6, 9, 9, 5, 6, 7, 7, 10, 5, 6, 7, 7, 7, 11, 5, 9, 6, 4, 5, 6, 5, 4, 6, 4, 9, 5, 5, 10, 4, 6]",6.4222222222222225,1.9205194770499974
253,51,5,"[8, 7, 6, 4, 6, 9, 5, 8, 5, 13, 6, 7, 12, 9, 6, 7, 7, 5, 8, 6, 5, 6, 9, 9, 7, 6, 6, 5, 9, 8, 13, 6, 5, 8, 6, 6, 9, 5, 6, 8, 12, 5, 8, 5, 14, 4, 5, 5, 10, 5, 5, 7, 10, 9, 7, 7, 6, 5, 5, 6, 5, 7, 5, 5, 10, 6, 5, 6, 10, 5, 5, 6, 5, 9, 5, 4, 5, 5, 11, 6, 5, 6, 9, 9, 9, 6, 9, 5, 6, 5]",6.888888888888889,2.203252365856967
254,51,6,"[9, 7, 6, 11, 6, 5, 7, 10, 6, 6, 5, 6, 7, 5, 8, 6, 12, 7, 6, 6, 5, 9, 6, 5, 7, 6, 11, 6, 8, 7, 8, 6, 7, 5, 7, 7, 5, 5, 6, 7, 9, 7, 6, 7, 9, 7, 6, 12, 5, 7, 4, 7, 13, 11, 10, 10, 12, 4, 5, 4, 5, 7, 8, 5, 5, 4, 8, 6, 4, 7, 6, 6, 6, 6, 6, 6, 6, 10, 6, 6, 5, 5, 6, 5, 12, 7, 13, 5, 6, 8]",6.933333333333334,2.154065922853802
255,51,7,"[6, 5, 7, 6, 8, 6, 5, 5, 6, 16, 4, 6, 14, 6, 6, 5, 7, 14, 7, 5, 7, 5, 9, 5, 6, 5, 4, 6, 9, 5, 7, 6, 7, 4, 5, 5, 6, 5, 5, 6, 10, 6, 5, 7, 6, 7, 5, 4, 5, 6, 13, 6, 6, 7, 5, 6, 4, 10, 10, 9, 9, 4, 6, 5, 10, 8, 9, 5, 7, 5, 5, 4, 5, 5, 5, 5, 5, 6, 6, 7, 6, 5, 7, 6, 5, 7, 6, 6, 8, 6]",6.455555555555556,2.231895612409182
256,51,8,"[6, 9, 5, 10, 7, 6, 6, 6, 5, 8, 6, 9, 7, 5, 5, 6, 6, 5, 7, 5, 6, 6, 6, 8, 10, 5, 6, 7, 6, 6, 5, 4, 6, 8, 7, 5, 15, 6, 5, 6, 4, 9, 10, 7, 4, 5, 6, 7, 4, 9, 10, 13, 13, 6, 6, 8, 12, 7, 7, 5, 10, 7, 5, 6, 8, 5, 8, 5, 7, 5, 5, 4, 9, 5, 6, 10, 8, 5, 6, 8, 6, 6, 6, 8, 5, 5, 12, 5, 11, 5]",6.833333333333333,2.2223611067711047
257,51,9,"[6, 7, 5, 4, 6, 15, 9, 9, 12, 6, 7, 5, 8, 6, 7, 8, 7, 7, 6, 9, 8, 8, 6, 6, 4, 8, 5, 6, 6, 4, 6, 5, 6, 6, 6, 5, 7, 4, 4, 10, 4, 6, 7, 8, 6, 14, 7, 6, 6, 14, 7, 8, 6, 6, 9, 7, 11, 15, 6, 7, 11, 6, 10, 7, 8, 4, 7, 7, 4, 7, 9, 6, 10, 5, 11, 5, 5, 6, 6, 7, 5, 7, 6, 6, 7, 9, 5, 8, 5, 9]",7.0777777777777775,2.3675011569997304
258,51,10,"[11, 5, 9, 10, 6, 10, 6, 10, 6, 6, 13, 4, 9, 5, 11, 6, 5, 7, 7, 9, 6, 9, 12, 5, 4, 7, 4, 9, 6, 10, 5, 4, 13, 11, 6, 5, 6, 4, 5, 6, 9, 10, 6, 10, 5, 12, 6, 13, 5, 7, 8, 12, 5, 6, 6, 5, 5, 5, 6, 10, 5, 5, 7, 6, 17, 13, 9, 9, 7, 6, 4, 7, 7, 5, 5, 6, 8, 9, 9, 6, 5, 5, 7, 8, 5, 9, 5, 9, 6, 11]",7.366666666666666,2.6727015047201457
259,51,11,"[5, 7, 9, 9, 6, 6, 8, 5, 6, 8, 7, 5, 6, 5, 5, 4, 5, 7, 13, 6, 5, 6, 11, 8, 5, 8, 6, 7, 4, 5, 5, 6, 6, 5, 5, 10, 4, 6, 16, 6, 12, 6, 5, 5, 10, 8, 5, 6, 5, 4, 5, 6, 10, 6, 8, 6, 6, 8, 23, 7, 5, 6, 5, 9, 6, 6, 7, 10, 11, 5, 6, 6, 5, 6, 6, 8, 6, 8, 5, 8, 4, 10, 5, 9, 6, 6, 5, 5, 16, 8]",6.944444444444445,2.8958250066493667
260,51,12,"[7, 5, 9, 7, 6, 9, 7, 4, 8, 5, 5, 6, 5, 9, 6, 6, 5, 5, 5, 5, 5, 7, 9, 8, 8, 8, 7, 6, 6, 10, 7, 7, 12, 6, 8, 5, 5, 8, 8, 7, 5, 6, 6, 14, 5, 8, 6, 5, 7, 5, 6, 6, 6, 6, 5, 6, 5, 8, 8, 9, 5, 11, 6, 5, 10, 7, 4, 11, 13, 7, 5, 6, 4, 4, 5, 10, 14, 4, 12, 12, 6, 10, 5, 5, 5, 8, 9, 7, 7, 8]",6.977777777777778,2.289967383454173
261,54,1,"[5, 5, 5, 6, 5, 4, 5, 4, 5, 4, 4, 5, 5, 7, 9, 9, 6, 5, 5, 4, 4, 8, 4, 6, 5, 4, 4, 4, 5, 4, 4, 6, 4, 4, 9, 8, 8, 5, 4, 4, 5, 8, 8, 6, 8, 5, 4, 5, 6, 4, 5, 7, 5, 5, 5, 5, 9, 7, 12, 4, 6, 5, 6, 6, 6, 6, 6, 5, 5, 4, 9, 5, 5, 6, 11, 5, 5, 5, 6, 6, 5, 5, 7, 6, 6, 6, 5, 5, 6, 6]",5.655555555555556,1.620432803030043
262,54,2,"[8, 4, 6, 4, 8, 5, 5, 7, 6, 7, 6, 7, 6, 8, 6, 6, 8, 6, 4, 6, 10, 6, 6, 8, 6, 7, 4, 4, 8, 6, 6, 7, 5, 11, 8, 8, 4, 6, 6, 6, 5, 6, 5, 6, 5, 12, 7, 8, 6, 8, 4, 4, 7, 7, 8, 8, 9, 7, 9, 10, 6, 5, 6, 5, 10, 7, 5, 4, 6, 5, 10, 8, 11, 7, 6, 6, 7, 5, 5, 4, 7, 6, 10, 6, 6, 6, 6, 12, 6, 5]",6.6,1.8427033281447005
263,54,3,"[6, 5, 7, 5, 11, 5, 5, 7, 7, 6, 5, 5, 6, 6, 6, 6, 17, 8, 6, 11, 6, 7, 9, 9, 13, 6, 7, 7, 5, 5, 5, 13, 9, 7, 7, 5, 5, 5, 6, 11, 11, 6, 7, 6, 5, 5, 6, 6, 5, 6, 5, 6, 10, 10, 9, 5, 4, 7, 10, 7, 12, 6, 8, 11, 5, 7, 5, 5, 9, 4, 11, 8, 9, 10, 10, 5, 5, 11, 6, 5, 8, 5, 5, 12, 6, 5, 7, 10, 12, 7]",7.2444444444444445,2.5311881755900556
264,54,4,"[8, 6, 9, 16, 5, 4, 5, 6, 6, 11, 8, 6, 5, 9, 8, 6, 9, 6, 6, 5, 6, 7, 8, 8, 9, 7, 8, 5, 6, 4, 6, 6, 7, 7, 8, 9, 9, 10, 9, 8, 9, 10, 5, 9, 11, 8, 6, 8, 6, 8, 7, 7, 6, 13, 13, 9, 11, 8, 5, 5, 5, 5, 10, 7, 5, 5, 5, 5, 5, 6, 7, 9, 5, 6, 6, 6, 7, 6, 6, 6, 4, 6, 4, 7, 9, 6, 8, 9, 6, 5]",7.122222222222222,2.159360902251599
265,54,5,"[9, 8, 4, 5, 6, 4, 5, 10, 12, 8, 6, 4, 8, 7, 5, 4, 6, 4, 7, 8, 5, 6, 9, 11, 6, 7, 18, 7, 10, 7, 10, 7, 4, 5, 4, 5, 9, 7, 9, 5, 4, 4, 5, 5, 6, 8, 5, 6, 18, 6, 8, 6, 4, 6, 5, 6, 5, 6, 8, 6, 7, 13, 7, 6, 5, 6, 7, 13, 15, 4, 10, 7, 7, 7, 7, 6, 8, 6, 11, 6, 6, 8, 7, 9, 5, 5, 9, 4, 13, 6]",7.088888888888889,2.842707803190646
266,54,6,"[7, 6, 5, 5, 6, 11, 5, 6, 5, 8, 10, 6, 6, 7, 8, 8, 8, 6, 7, 5, 6, 10, 7, 11, 6, 6, 13, 6, 6, 10, 13, 7, 8, 4, 6, 7, 12, 9, 6, 5, 6, 6, 4, 12, 5, 18, 4, 5, 10, 11, 6, 9, 6, 5, 10, 6, 14, 6, 5, 5, 8, 5, 11, 7, 9, 7, 13, 5, 5, 5, 8, 5, 5, 10, 10, 7, 5, 8, 4, 4, 4, 10, 6, 5, 6, 6, 9, 5, 11, 5]",7.266666666666667,2.7030846576951055
267,54,7,"[5, 7, 9, 6, 6, 9, 4, 7, 6, 4, 8, 13, 5, 4, 6, 9, 6, 5, 5, 6, 6, 6, 5, 7, 7, 4, 5, 5, 6, 4, 5, 5, 6, 13, 5, 5, 5, 4, 7, 5, 4, 4, 12, 7, 6, 5, 6, 5, 6, 6, 4, 9, 6, 5, 11, 6, 5, 5, 6, 5, 6, 6, 5, 4, 4, 5, 5, 4, 6, 4, 6, 9, 4, 6, 5, 5, 5, 9, 5, 9, 5, 14, 12, 6, 11, 5, 5, 6, 7, 12]",6.2555555555555555,2.292796018019683
268,54,8,"[4, 7, 5, 15, 7, 6, 10, 6, 5, 5, 5, 6, 9, 5, 12, 8, 20, 20, 5, 7, 6, 8, 8, 7, 7, 4, 7, 9, 5, 10, 12, 8, 22, 4, 4, 5, 5, 7, 4, 7, 9, 8, 12, 9, 6, 20, 5, 7, 7, 13, 10, 6, 11, 5, 6, 5, 7, 10, 8, 13, 6, 8, 7, 10, 7, 5, 12, 10, 18, 9, 9, 12, 7, 6, 6, 12, 8, 5, 10, 7, 9, 7, 7, 7, 8, 8, 13, 7, 7, 11]",8.344444444444445,3.7361926880808936
269,54,9,"[9, 6, 12, 6, 7, 5, 4, 7, 10, 5, 25, 11, 6, 13, 5, 10, 10, 5, 12, 8, 16, 5, 8, 4, 5, 9, 4, 8, 6, 5, 9, 6, 7, 5, 5, 9, 6, 8, 5, 5, 6, 4, 5, 6, 7, 9, 5, 8, 9, 7, 5, 4, 4, 4, 5, 5, 5, 7, 6, 7, 19, 5, 4, 7, 5, 5, 8, 5, 5, 4, 5, 7, 9, 6, 8, 10, 8, 5, 5, 10, 6, 10, 7, 9, 7, 12, 7, 6, 10, 5]",7.2,3.2870114761656137
270,54,10,"[7, 10, 8, 5, 5, 5, 9, 6, 4, 8, 5, 7, 5, 10, 6, 7, 6, 6, 6, 7, 11, 7, 4, 7, 6, 6, 6, 6, 6, 5, 8, 7, 5, 5, 5, 7, 6, 6, 11, 10, 15, 8, 6, 23, 11, 5, 8, 8, 5, 5, 10, 8, 7, 8, 9, 8, 8, 7, 6, 5, 6, 6, 7, 7, 11, 16, 10, 6, 6, 6, 4, 13, 5, 9, 11, 5, 6, 6, 6, 7, 10, 6, 6, 6, 7, 6, 7, 9, 6, 7]",7.322222222222222,2.7921627530475677
271,54,11,"[6, 6, 10, 5, 7, 12, 5, 11, 13, 6, 6, 5, 5, 6, 9, 9, 5, 6, 5, 7, 5, 16, 9, 6, 5, 6, 7, 9, 5, 6, 6, 5, 6, 5, 5, 8, 8, 10, 10, 5, 5, 10, 5, 4, 9, 6, 7, 11, 10, 7, 6, 5, 6, 6, 6, 5, 4, 4, 5, 7, 6, 8, 8, 5, 5, 5, 10, 9, 7, 6, 6, 8, 7, 5, 7, 5, 13, 8, 5, 11, 7, 5, 7, 5, 4, 11, 8, 6, 6, 9]",6.955555555555556,2.3376679315130904
272,54,12,"[7, 5, 9, 6, 5, 6, 7, 8, 6, 5, 6, 4, 8, 6, 7, 9, 7, 7, 7, 7, 5, 5, 8, 5, 5, 12, 10, 5, 4, 5, 5, 7, 6, 12, 6, 8, 6, 16, 5, 5, 6, 6, 5, 8, 4, 5, 5, 11, 6, 11, 6, 5, 5, 9, 9, 5, 6, 13, 5, 5, 5, 10, 6, 9, 11, 7, 11, 6, 7, 6, 9, 13, 6, 9, 5, 7, 7, 12, 20, 14, 5, 5, 9, 9, 8, 7, 10, 5, 5, 7]",7.3,2.8262656948308624
273,55,1,"[4, 9, 8, 8, 4, 4, 5, 8, 4, 5, 6, 8, 8, 5, 6, 4, 9, 5, 8, 7, 9, 7, 6, 4, 6, 6, 6, 6, 6, 6, 12, 6, 6, 6, 5, 5, 5, 5, 6, 6, 6, 5, 8, 7, 7, 7, 5, 4, 7, 7, 8, 4, 5, 4, 6, 5, 6, 7, 4, 7, 6, 5, 4, 7, 4, 6, 5, 6, 6, 6, 5, 6, 6, 4, 5, 7, 6, 5, 6, 6, 6, 5, 6, 6, 5, 6, 7, 6, 5, 4]",5.944444444444445,1.4248673319226062
274,55,2,"[5, 9, 6, 5, 7, 8, 6, 10, 8, 6, 6, 5, 5, 9, 6, 7, 6, 7, 5, 5, 5, 6, 6, 5, 10, 6, 5, 5, 6, 5, 6, 4, 6, 4, 6, 7, 7, 5, 8, 8, 8, 6, 8, 4, 4, 5, 8, 4, 6, 8, 4, 10, 6, 6, 6, 10, 8, 7, 7, 6, 6, 6, 11, 8, 8, 8, 4, 7, 5, 8, 10, 6, 9, 9, 5, 8, 6, 8, 5, 8, 5, 5, 8, 8, 6, 4, 5, 6, 6, 8]",6.533333333333333,1.6679994670929073
275,55,3,"[6, 6, 6, 5, 9, 8, 7, 7, 4, 5, 5, 6, 10, 6, 6, 11, 8, 9, 7, 8, 6, 8, 5, 6, 6, 6, 6, 6, 6, 5, 5, 6, 4, 8, 8, 8, 5, 5, 6, 9, 8, 7, 7, 5, 4, 9, 5, 4, 6, 7, 9, 8, 6, 5, 5, 7, 7, 6, 7, 7, 6, 5, 6, 5, 5, 10, 6, 11, 5, 9, 7, 7, 11, 5, 6, 6, 7, 6, 8, 5, 7, 7, 6, 7, 7, 6, 7, 6, 7, 5]",6.588888888888889,1.57687767752497
276,55,4,"[4, 7, 7, 12, 10, 9, 7, 6, 5, 10, 8, 8, 5, 5, 11, 5, 5, 8, 7, 8, 6, 6, 5, 5, 5, 7, 5, 5, 4, 6, 5, 9, 9, 6, 6, 7, 6, 5, 8, 8, 9, 5, 6, 9, 7, 8, 6, 6, 6, 11, 5, 6, 8, 6, 4, 8, 6, 6, 5, 5, 5, 6, 6, 5, 7, 7, 7, 5, 6, 8, 8, 8, 5, 4, 7, 4, 12, 5, 5, 8, 6, 5, 6, 8, 13, 5, 7, 4, 4, 6]",6.6,1.9310331143946986
277,55,5,"[5, 4, 6, 6, 5, 6, 6, 5, 6, 5, 7, 6, 8, 5, 7, 6, 7, 4, 6, 4, 5, 5, 5, 5, 6, 6, 6, 5, 6, 6, 8, 7, 6, 7, 7, 8, 7, 11, 5, 5, 6, 5, 11, 11, 11, 5, 5, 5, 5, 8, 8, 5, 5, 7, 6, 5, 5, 7, 6, 8, 5, 7, 6, 4, 4, 4, 4, 5, 6, 6, 5, 5, 6, 6, 5, 9, 9, 6, 5, 10, 7, 5, 5, 5, 6, 9, 8, 8, 6, 6]",6.177777777777778,1.6369197209513686
278,55,7,"[5, 6, 5, 4, 5, 12, 6, 6, 5, 5, 4, 7, 12, 9, 6, 8, 6, 6, 8, 6, 4, 8, 6, 8, 8, 6, 6, 4, 9, 4, 6, 4, 7, 5, 7, 6, 6, 5, 10, 5, 6, 6, 8, 6, 8, 6, 8, 5, 15, 5, 6, 8, 5, 6, 7, 5, 13, 6, 5, 6, 12, 6, 6, 6, 5, 5, 11, 9, 5, 8, 7, 6, 5, 9, 9, 6, 6, 5, 6, 7, 6, 4, 6, 8, 7, 5, 5, 6, 6, 8]",6.611111111111111,2.0906907122577905
279,55,8,"[5, 8, 7, 12, 6, 6, 5, 8, 5, 5, 8, 8, 6, 9, 7, 6, 6, 9, 6, 9, 6, 7, 7, 5, 7, 6, 9, 7, 7, 6, 8, 8, 5, 11, 8, 6, 8, 5, 5, 6, 4, 7, 10, 9, 6, 5, 5, 5, 10, 10, 5, 5, 5, 8, 6, 6, 6, 5, 9, 4, 5, 5, 9, 7, 5, 6, 5, 6, 6, 5, 6, 5, 6, 7, 6, 4, 5, 6, 6, 6, 6, 7, 6, 7, 6, 8, 6, 5, 6, 6]",6.522222222222222,1.6140203618278988
280,55,9,"[6, 5, 8, 4, 6, 5, 4, 7, 6, 7, 6, 6, 6, 6, 9, 8, 6, 10, 4, 5, 7, 11, 5, 5, 5, 10, 9, 7, 4, 6, 6, 4, 7, 4, 14, 10, 7, 5, 6, 6, 4, 5, 7, 7, 7, 8, 8, 5, 8, 10, 6, 6, 8, 6, 4, 6, 6, 9, 9, 11, 11, 6, 11, 7, 11, 5, 5, 5, 9, 9, 6, 14, 6, 7, 7, 6, 6, 6, 6, 6, 6, 7, 10, 9, 7, 6, 6, 5, 5, 10]",6.911111111111111,2.1635590249218963
281,55,10,"[6, 4, 5, 6, 7, 5, 8, 6, 6, 6, 5, 7, 6, 6, 7, 6, 6, 7, 5, 14, 6, 4, 6, 5, 7, 6, 6, 6, 7, 10, 6, 6, 7, 7, 11, 8, 5, 6, 7, 6, 6, 6, 9, 7, 6, 7, 11, 11, 5, 6, 7, 8, 5, 6, 7, 6, 5, 6, 5, 13, 6, 6, 9, 7, 8, 5, 6, 6, 9, 6, 6, 6, 5, 8, 6, 5, 5, 5, 6, 5, 9, 8, 8, 5, 6, 5, 9, 5, 5, 13]",6.666666666666667,1.909042808436847
282,55,11,"[5, 6, 6, 5, 5, 5, 8, 4, 4, 5, 4, 5, 6, 10, 9, 9, 6, 6, 5, 6, 5, 7, 6, 7, 6, 6, 7, 8, 5, 6, 8, 8, 5, 7, 6, 6, 8, 6, 11, 9, 11, 9, 5, 8, 5, 19, 5, 10, 5, 6, 6, 10, 13, 5, 7, 5, 4, 6, 7, 6, 11, 6, 8, 6, 5, 6, 5, 9, 9, 5, 6, 5, 5, 6, 6, 10, 6, 6, 6, 8, 6, 8, 6, 5, 6, 9, 4, 10, 7, 8]",6.788888888888889,2.2827587814574253
283,55,12,"[5, 7, 6, 5, 16, 7, 5, 8, 10, 6, 6, 6, 7, 5, 5, 5, 20, 7, 7, 9, 6, 6, 6, 6, 6, 7, 5, 8, 7, 6, 7, 6, 5, 6, 8, 7, 7, 6, 5, 6, 9, 9, 4, 12, 11, 5, 9, 7, 9, 4, 5, 6, 8, 6, 12, 7, 6, 11, 9, 10, 5, 8, 13, 7, 5, 6, 6, 5, 4, 5, 6, 6, 9, 7, 9, 6, 6, 4, 15, 13, 7, 6, 11, 6, 8, 5, 9, 9, 10, 7]",7.333333333333333,2.7325202042558927
284,58,1,"[6, 6, 17, 8, 7, 7, 8, 9, 7, 4, 4, 7, 5, 6, 5, 5, 5, 5, 6, 6, 7, 4, 4, 4, 5, 5, 5, 7, 10, 4, 7, 5, 6, 6, 6, 11, 8, 6, 5, 5, 5, 7, 6, 5, 5, 6, 6, 5, 12, 12, 6, 5, 6, 6, 9, 10, 5, 7, 5, 5, 5, 5, 6, 6, 6, 6, 6, 8, 6, 5, 11, 6, 10, 6, 6, 8, 6, 6, 7, 7, 6, 6, 5, 8, 16, 8, 5, 6, 9, 7]",6.6,2.2939534045447005
285,58,2,"[6, 5, 6, 8, 5, 5, 6, 6, 5, 4, 5, 7, 5, 6, 5, 8, 5, 5, 5, 5, 7, 5, 4, 10, 10, 5, 10, 5, 6, 9, 10, 5, 5, 5, 9, 7, 8, 7, 4, 5, 5, 6, 5, 4, 5, 5, 6, 4, 4, 6, 10, 5, 5, 5, 5, 5, 10, 5, 6, 6, 5, 5, 7, 9, 7, 6, 9, 5, 5, 5, 12, 8, 8, 5, 5, 5, 4, 4, 4, 5, 6, 6, 6, 5, 5, 5, 4, 6, 4, 5]",5.944444444444445,1.7598049835839522
286,58,3,"[7, 5, 5, 5, 5, 4, 8, 5, 5, 6, 5, 5, 4, 5, 7, 5, 5, 10, 8, 6, 8, 5, 8, 5, 5, 7, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 5, 6, 7, 5, 8, 9, 10, 8, 7, 7, 6, 6, 4, 5, 6, 5, 7, 5, 6, 5, 5, 6, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 12, 9, 5, 10, 5, 10, 12, 6, 11, 9, 5, 6, 7, 6, 6, 7, 6, 5, 5, 9, 7]",6.233333333333333,1.7891649200426187
287,58,4,"[9, 9, 6, 4, 5, 5, 6, 7, 4, 5, 5, 6, 5, 5, 6, 5, 5, 6, 6, 6, 6, 5, 9, 6, 5, 9, 5, 5, 9, 5, 5, 5, 6, 5, 6, 8, 6, 6, 5, 7, 6, 5, 5, 6, 5, 6, 8, 5, 6, 7, 5, 6, 7, 14, 10, 7, 7, 5, 5, 5, 9, 14, 6, 6, 6, 5, 5, 7, 9, 5, 5, 8, 7, 7, 8, 5, 8, 5, 5, 6, 9, 7, 5, 7, 6, 7, 9, 8, 5, 7]",6.377777777777778,1.7986277348009123
288,58,5,"[6, 9, 11, 4, 11, 9, 6, 8, 6, 7, 9, 6, 6, 8, 6, 7, 5, 6, 10, 5, 9, 10, 5, 6, 6, 6, 15, 5, 6, 6, 10, 6, 6, 10, 5, 5, 6, 6, 5, 14, 10, 8, 6, 6, 6, 5, 6, 4, 6, 7, 5, 11, 13, 6, 6, 7, 7, 4, 10, 4, 6, 7, 6, 6, 8, 6, 8, 6, 4, 5, 9, 9, 9, 5, 11, 6, 5, 6, 8, 5, 7, 5, 5, 6, 9, 8, 5, 5, 9, 8]",7.011111111111111,2.248428806692672
289,58,6,"[5, 10, 6, 9, 5, 9, 11, 12, 9, 5, 10, 7, 6, 5, 7, 5, 6, 6, 6, 8, 6, 5, 16, 10, 5, 5, 8, 5, 5, 8, 5, 6, 10, 5, 12, 10, 11, 14, 6, 5, 6, 8, 8, 6, 8, 5, 8, 6, 6, 7, 8, 7, 6, 6, 5, 6, 9, 10, 7, 5, 9, 19, 6, 11, 6, 5, 6, 6, 5, 8, 6, 7, 7, 4, 12, 9, 5, 15, 15, 7, 10, 9, 6, 8, 9, 9, 9, 5, 24, 10]",7.866666666666666,3.2971368050341963
290,58,7,"[5, 6, 6, 5, 5, 5, 9, 5, 5, 6, 8, 5, 5, 5, 9, 5, 5, 4, 7, 5, 5, 9, 4, 9, 10, 6, 4, 5, 5, 6, 5, 5, 4, 8, 8, 5, 6, 4, 10, 7, 12, 10, 5, 4, 6, 5, 13, 13, 8, 9, 5, 6, 7, 4, 4, 5, 6, 10, 7, 5, 6, 5, 14, 9, 5, 6, 5, 6, 8, 5, 9, 7, 10, 10, 8, 8, 5, 5, 6, 10, 12, 5, 5, 7, 6, 6, 7, 6, 7, 7]",6.655555555555556,2.286001414946151
291,58,8,"[9, 9, 8, 5, 5, 7, 4, 5, 5, 11, 5, 5, 5, 5, 4, 5, 5, 4, 5, 5, 9, 4, 5, 6, 6, 6, 6, 5, 7, 9, 8, 4, 6, 6, 7, 6, 6, 12, 10, 10, 4, 10, 9, 6, 4, 5, 6, 6, 8, 4, 6, 8, 6, 6, 5, 6, 5, 10, 7, 9, 5, 8, 5, 6, 7, 6, 7, 5, 7, 6, 5, 6, 9, 4, 5, 4, 4, 4, 10, 9, 13, 9, 7, 12, 4, 7, 6, 7, 9, 15]",6.611111111111111,2.27886153079629
292,58,10,"[7, 6, 10, 6, 4, 11, 5, 5, 6, 4, 5, 4, 10, 5, 14, 9, 8, 5, 7, 8, 6, 4, 5, 5, 11, 7, 5, 6, 5, 6, 7, 5, 6, 6, 7, 6, 5, 8, 13, 5, 5, 6, 9, 5, 13, 13, 8, 11, 6, 5, 9, 8, 5, 9, 9, 7, 9, 6, 7, 6, 7, 10, 4, 8, 5, 4, 6, 6, 6, 6, 4, 6, 5, 4, 13, 12, 6, 6, 9, 9, 4, 9, 9, 10, 5, 10, 8, 5, 6, 6]",7.011111111111111,2.4517315624515237
